song_id,song_name,popularity,explicit,song_type,artist_ids,artist_names,genres,primary_genre,release_year,acousticness,instrumentalness,loudness,speechiness,valence,tempo
76Nxn0HKnafkKgu19RX6bg,I Did It,22,False,Solo,['2TI7qyDE0QfyOlnbtfDo7L'],['Dave Matthews Band'],{'rock': 1},rock,2001,0.00582,0.0,-6.011,0.0366,0.512,108.051
2qYIdNaktgtpaPHxDVMXbE,Emotional,46,False,Solo,['6I6t21SFbxZ7RbQgD5dN7U'],['Carl Thomas'],{'pop': 1},pop,2000,0.544,0.0,-8.435,0.0409,0.389,83.106
7wmA0rUSKykNrHBq9Dq9FK,With Arms Wide Open,37,False,Solo,['43sZBwHjahUvgbx1WNIkIz'],['Creed'],{'metal': 1},metal,2018,0.0311,0.0,-5.739,0.0378,0.19,140.266
1BVFwKrFpOl0MyOEoPKNhq,Lucky 4 You (Tonight I'm Just Me),0,False,Solo,['6Xdp9Oz4PJJB9O0yoZmg7r'],['BFM Hits'],{'Other': 1},Other,2013,0.69,0.0,-8.909,0.0349,0.537,148.154
4dvwwCvffvsXrbRsPVLb8X,Ashes By Now,11,False,Solo,['738OS3zrCO782uDiUN9pet'],['Lee Ann Womack'],{'country': 1},country,2000,0.0568,3.02e-05,-7.412,0.0257,0.469,108.022
6aXGgKVRGXlMqQYCIQqo4s,By Your Side,64,False,Solo,['47zz7sob9NUcODy0BTDvKx'],['Sade'],{'soul': 1},soul,2000,0.0901,0.00394,-10.487,0.0295,0.582,146.097
5jLqVCGlKNYrLqCA1Qy4FV,Babylon,61,False,Solo,['7J2lZBANizgPNfUzux31PV'],['David Gray'],{'pop': 1},pop,1998,0.0598,0.01,-10.403,0.0374,0.256,112.016
3MY0SU1SB7nhqXWVh8GqUd,Tell Her,13,False,Solo,['3qbnxnvUqR14MJ9g8QwZJK'],['Lonestar'],{'country': 1},country,2003,0.31,0.0,-5.854,0.0379,0.257,126.961
26jvFY5r6AN5kuJmih4GpF,Cross the Border,26,True,Solo,['2nmNj8czpBZkCVZSbx5W2i'],"[""Philly's Most Wanted""]",{'hip hop': 1},hip hop,2001,0.294,1.11e-06,-2.59,0.26,0.786,91.136
0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,70,False,Solo,['51Blml2LZPmy7TTiAg47vQ'],['U2'],{'rock': 1},rock,2000,0.0154,0.00134,-6.492,0.0589,0.389,136.258
3E8eSqBoqLs8ELbrK3NJHs,Hemorrhage (In My Hands),58,False,Solo,['0EyuKHE1AeE9lWUF8mzKVp'],['Fuel'],{'metal': 1},metal,2005,0.000142,0.00077,-4.117,0.0422,0.34,152.135
46n2EGFnPC3tzWCN1Aqe26,This I Promise You,69,False,Solo,['6Ff53KvcvAj5U7Z1vojB5o'],['*NSYNC'],{'pop': 1},pop,2000,0.354,0.0,-6.279,0.0329,0.466,165.975
2KcqkvXsqJ3nmtMk2nDnZt,Wild Horses,0,False,Solo,['6lALEaMb0temKiSqMl34hf'],['Gold Country Nation'],{'Other': 1},Other,2014,0.588,6.04e-05,-4.184,0.0267,0.43,120.053
1mxTCArq9EhSg4QPGqhjhT,The Call,59,False,Solo,['5rSXSAkZ67PYJSvpUpkOr7'],['Backstreet Boys'],{'pop': 1},pop,2000,0.117,0.0,-3.318,0.0772,0.747,104.196
66QUxB4IiOMv2UwM7fxxw1,This Everyday Love,0,False,Solo,['27H9GcJy3l7z3RI1p9KqOs'],['Stagecoach Spurs'],{'Other': 1},Other,2013,0.372,0.0,-5.413,0.0444,0.736,102.398
7LzIsgjOAaixeFQ8ouyoK6,I Just Wanna Love U (Give It 2 Me),43,True,Solo,['3nFkdlSjzX9mRTtwJOzDYB'],['JAY Z'],{'hip hop': 1},hip hop,2009,0.256,5.8e-06,-0.99,0.286,0.802,98.809
6EFqjXS2NinmyYcUI25OdH,A Good Day To Run,36,False,Solo,['4zIBkSJcqRp4ADuFI94WvO'],['Darryl Worley'],{'country': 1},country,2003,0.221,5.49e-05,-5.183,0.0286,0.679,147.377
3G6hxSp260RzGw4sOiDOQ3,Case Of The Ex (Whatcha Gonna Do),52,False,Solo,['6lHL3ubAMgSasKjNqKb8HF'],['Mýa'],{'pop': 1},pop,2000,0.0556,0.000191,-4.738,0.0408,0.375,98.008
2Pxzfzd1jaZT2F2uqLkZUr,Liquid Dreams,47,False,Solo,['4zKhX6hYCQPNs406umP9Fx'],['O-Town'],{'pop': 1},pop,2001,0.0264,0.0,-5.042,0.035,0.75,108.019
5QhBKPqsnX1uY9fZNaAtZg,Stronger,63,False,Solo,['26dSoYclwsYLMAKD3tpOr4'],['Britney Spears'],{'pop': 1},pop,2000,0.128,0.000437,-3.957,0.0521,0.842,108.049
7AHw9SfOITU9Q7sj3V5vxV,My Next Thirty Years,47,False,Solo,['6roFdX1y5BYSbp60OTJWMd'],['Tim McGraw'],{'country': 1},country,1999,0.265,4.93e-06,-7.521,0.0363,0.601,98.866
1aC1IBAETh2XYGOE8kCC6t,Loser,55,False,Solo,['2RTUTCvo6onsAnheUk3aL9'],['3 Doors Down'],{'metal': 1},metal,2000,0.0108,2.76e-05,-6.424,0.0654,0.39,147.899
1zmvaeDthBdtthb4RgYr9a,Born to Fly,50,False,Solo,['7qvsLYsYP0MHD7jkdv6DAG'],['Sara Evans'],{'country': 1},country,2000,0.00931,0.0152,-9.314,0.035,0.558,100.178
2k6ahrUpg8CbeTjLocMQJ4,I Lost It,42,False,Solo,['3grHWM9bx2E9vwJCdlRv9O'],['Kenny Chesney'],{'country': 1},country,2000,0.23,0.0,-9.289,0.028,0.355,138.884
16LnNR25rqcvQVNv5UEQ7g,X,59,True,Solo,['4tujQJicOnuZRLiBFdp3Ou'],['Xzibit'],{'hip hop': 1},hip hop,1996,0.102,0.0,-5.583,0.233,0.829,96.913
1I56obKWXL0LsiC9Xf2f1O,Rollin',21,False,Solo,['165ZgPlLkK7bf5bDoFc6Sb'],['Limp Bizkit'],{'metal': 1},metal,2017,0.0333,0.0,-9.893,0.175,0.547,98.9
7sOqd1dVmfU5mgqrUtlqc5,I Wish,41,False,Solo,['2mxe0TnaNL039ysAj51xPQ'],['R. Kelly'],{'Other': 1},Other,2000,0.068,0.0,-9.056,0.12,0.659,78.83
6y7JGli1CNRmvERJitUern,Just Friends (Sunny),53,False,Solo,['3UVRliakQfa1pMWIsNuiZ8'],['Musiq Soulchild'],{'pop': 1},pop,2000,0.439,0.0,-7.827,0.163,0.586,95.023
35o9a4iAfLl5jRmqMX9c1D,Shape of My Heart,73,False,Solo,['5rSXSAkZ67PYJSvpUpkOr7'],['Backstreet Boys'],{'pop': 1},pop,2000,0.252,0.0,-4.353,0.0296,0.518,96.102
4HHtqzri9jrmAGFyucxkLG,We Danced,51,False,Solo,['13YmWQJFwgZrd4bf5IjMY4'],['Brad Paisley'],{'country': 1},country,2010,0.385,0.0,-8.511,0.0253,0.141,73.013
6HP0To6RXRXyyacdJtjCwa,Still on Your Side,21,False,Solo,['7y1GT7SdgGiFLWoktv2TSw'],['BBMak'],{'pop': 1},pop,2000,0.177,0.0,-4.787,0.0342,0.334,169.756
72xOalbgbNEnV8RsMarPey,Georgia,24,False,Solo,['0SwVn4s8PdhY9XQhi9SetC'],['Carolyn Dawn Johnson'],{'country': 1},country,2001,0.0549,0.0,-6.285,0.032,0.279,81.594
4bUfMNNmiCmPXVyWzIfKeZ,E.I.,56,True,Solo,['2gBjLmx6zQnFGQJCAQpRgw'],['Nelly'],{'pop': 1},pop,2000,0.0732,0.0,-7.824,0.188,0.406,89.849
5ucNGmVbZo3ZdUe1gpTgbF,Without You,45,False,Solo,['25IG9fa7cbdmCIy3OnuH57'],['Dixie Chicks'],{'country': 1},country,1999,0.313,1.26e-05,-8.952,0.0253,0.173,91.812
635PqgECfFbL0MNLogX7Yv,Most Girls,51,False,Solo,['1KCSPY1glIKqW2TotWuXOR'],['P!nk'],{'pop': 1},pop,2000,0.0424,0.00444,-6.046,0.0311,0.695,97.923
1C2Q3AymKS17bw7T5gfq6p,Dance with Me,38,False,Solo,['0tRRrNLQY5rejEDVSjy4w3'],['Debelah Morgan'],{'Other': 1},Other,2000,0.309,0.000645,-7.981,0.0373,0.74,115.005
4LlNoNZflek4hZyZigCxpW,Just Another Day In Paradise,64,False,Solo,['1XhhO2dTs2fKyhILj0aam6'],['Phil Vassar'],{'country': 1},country,2000,0.351,0.0,-5.562,0.0262,0.704,146.088
4ZUuOMlV8T3bNaiEwtoR3L,Mamacita,27,False,Solo,['02JTFUpX3CgLWXNKEXIvcb'],['Public Announcement'],{'R&B': 1},R&B,2001,0.0566,0.0,-4.069,0.351,0.746,94.937
1Oy02qb3UByrJhUgONgJaJ,www.memory,33,False,Solo,['4mxWe1mtYIYfP040G38yvS'],['Alan Jackson'],{'country': 1},country,2003,0.572,0.0,-7.535,0.026,0.726,94.073
6JLvWC2jlcTGktuPIqE3sT,Gotta Tell You,38,False,Solo,['7L12TqJ0fbwtFljTbwfwRI'],['Samantha Mumba'],{'pop': 1},pop,2019,0.215,1.11e-06,-4.528,0.0277,0.771,109.998
2NpEN6jlCVuUBAJoptmaSF,Meanwhile Back At The Ranch,9,False,Solo,['4v0y12yBFdD5V31vo95Dco'],['Clark Family Experience'],{'Other': 1},Other,2002,0.0649,0.0,-6.109,0.0324,0.534,94.944
6NwKYeHDcfEAKVYsUZy4Dx,You Should've Told Me,38,False,Solo,['49FeZO3eSrJs7oH7lYLU1r'],['Kelly Price'],{'R&B': 1},R&B,2000,0.239,0.0,-5.844,0.0601,0.587,60.027
2TIzsX5IvHW2ppG5PD7Qma,Oklahoma,27,False,Solo,['6OqQbeNe7Pi7Zi7SNTi9ko'],['Billy Gilman'],{'country': 1},country,2000,0.484,0.0,-10.217,0.0332,0.27,138.595
2RQ3fWFZJJe4G5KkHEACww,Pinch Me,56,False,Solo,['0dEvJpkqhrcn64d3oI8v79'],['Barenaked Ladies'],{'rock': 1},rock,2000,0.0151,2.88e-05,-4.132,0.0373,0.794,95.349
124qDsjeZZkujOuer8gG45,My Baby You,40,False,Solo,['4wLXwxDeWQ8mtUIRPxGiD6'],['Marc Anthony'],{'world': 1},world,1999,0.688,0.0,-5.366,0.0294,0.186,115.597
21ZNz1t0iPlLVG1wfW7vc7,The Itch,5,False,Solo,['3OsUvoKmZA2gw8rETtxGlz'],['Vitamin C'],{'pop': 1},pop,2000,0.00621,0.0395,-3.91,0.0546,0.518,105.019
2fzykVsO2Di5jnofUNX3YE,Music,55,False,Solo,['6tbjWDEIzxoDsBA1FuhfPW'],['Madonna'],{'pop': 1},pop,2000,0.00132,0.0824,-8.166,0.0644,0.862,119.847
6fA7akEuTUL3dW1V0GELaZ,Bent,51,False,Solo,['3Ngh2zDBRPEriyxQDAMKd1'],['Matchbox Twenty'],{'pop': 1},pop,2000,0.0404,3.85e-06,-6.814,0.0386,0.527,95.468
4FP1wKywR5a3G9rNlrgYwC,The Little Girl,0,False,Solo,['4RiRre21nZFeNHcmgI5VLg'],['The Country Dance Kings'],{'Other': 1},Other,2011,0.348,1.83e-06,-9.404,0.0284,0.22,169.827
6X3bwZJgLKwlMKYWkyCNs0,Feels Like Love,11,False,Solo,['3IhWQSrLj8EJjdvjFTpCyo'],['Vince Gill'],{'country': 1},country,2007,0.124,5.19e-05,-7.221,0.0287,0.66,99.939
6gfDXAX85YWdVwxpbz0npv,Original Prankster,59,True,Collaboration,"['5LfGQac0EIXyAN8aUwmNAQ', '7xTKLpo7UCzXSnlH7fOIoM']","['The Offspring', 'Redman']","{'metal': 1, 'hip hop': 1}",metal,2000,0.00061,2.49e-05,-4.149,0.0358,0.942,146.803
1qLDXxbJK1VLwS9jArwWnC,Thank You In Advance,38,False,Solo,['6O74knDqdv3XaWtkII7Xjp'],['Boyz II Men'],{'pop': 1},pop,2000,0.0897,0.0,-6.876,0.0445,0.208,119.988
3YAYui2FXhYxjK88359km2,A Little Gasoline,21,False,Solo,['0HLOP0AdsaWe5Pt5TNueGC'],['Terri Clark'],{'country': 1},country,2000,0.103,0.0,-3.798,0.0302,0.764,76.7
1lpya0IxXE5jHG1c5FRe6a,Bouncing Off The Ceiling (Upside Down),0,False,Solo,['5UloVKzUNJcjORzhhTWWiJ'],['The Karaoke Channel'],{'Other': 1},Other,2009,0.188,0.0024,-8.885,0.0395,0.897,121.997
487Dyzs7Xbbk4hIWYyYT80,Don't Think I'm Not,48,False,Solo,['0ThrQemMA2B8xxusTUl8IM'],['Kandi'],{'hip hop': 1},hip hop,2000,0.0661,0.0,-8.196,0.0445,0.433,134.007
7v3BvPRQS4DcsDzYU0BiVd,Best of Intentions,49,False,Solo,['2M4Yt7oKGoYd0wqU44k4i2'],['Travis Tritt'],{'country': 1},country,2000,0.363,0.0,-7.439,0.0232,0.37,99.066
758wp6xs3ADdgIwdeHoXmX,You're a God,52,False,Solo,['6Hizgjo92FnMp8wGaRUNTn'],['Vertical Horizon'],{'pop': 1},pop,1999,0.00117,3.39e-05,-6.519,0.0303,0.294,96.651
4KKfmmmkIDl6xbt6nAGvOA,Go On,24,False,Solo,['5vngPClqofybhPERIqQMYd'],['George Strait'],{'country': 1},country,2000,0.504,0.0131,-8.052,0.0235,0.453,104.535
6F2fBbJN8jsxbARj9xvbKe,The Christmas Shoes,20,False,Solo,['1Ng8jGC4dL0gkkuh77pbpX'],['Newsong'],{'soul': 1},soul,2000,0.662,0.0,-10.014,0.0336,0.273,132.089
4BZdgStKyB7ieMzvN1Nlm0,Where Are You Christmas?,0,False,Solo,['4Xx6QMLTWppMwdABkN0Afj'],['Piano Tribute Players'],{'Other': 1},Other,2007,0.986,0.93,-17.942,0.0462,0.223,111.998
4cNbCWPJjLHP5ijow5LbVg,Open My Heart,46,False,Solo,['47opbYEKDjXnRk9uLscp11'],['Yolanda Adams'],{'soul': 1},soul,1999,0.7,0.0,-8.911,0.0427,0.171,105.368
79f6S9i3A7aFV1T0dcLI1x,Kiss This,19,False,Solo,['4XwKU420OWVk38vz1KvH3M'],['Aaron Tippin'],{'country': 1},country,2015,0.266,1.53e-06,-2.702,0.0287,0.686,116.008
7BgUcOjSOlKJXASLgJ6bx1,Bag Lady,49,False,Collaboration,"['7IfculRW2WXyzNQ8djX8WX', '5Ql3HGIJWxuEjDpDkXfduq']","['Erykah Badu', 'Roy Ayres']","{'soul': 1, 'jazz': 1}",soul,2000,0.365,0.0,-8.964,0.0841,0.578,151.181
7apaBXGNnhJ5iSGjmtVP7t,My Love Goes On And On,26,False,Solo,['1zhIzONVRlTfD1VQRauHMl'],['Chris Cagle'],{'country': 1},country,2010,0.352,0.0,-6.137,0.0593,0.92,161.949
1OvjOVieEsYqGiK1T3mUv9,Give Me Just One Night (Una Noche),44,False,Solo,['6V03b3Y36lolYP2orXn8mV'],['98º'],{'pop': 1},pop,2000,0.0513,3.55e-06,-6.145,0.0491,0.655,123.631
0yA6uXukVZbi29GcmtK6i5,If I Am,41,False,Solo,['306JHpIRGVaQd6OltnOzUO'],['Nine Days'],{'pop': 1},pop,2000,0.00587,1.63e-06,-5.955,0.0579,0.539,98.038
2WfhlEjoUII31H6imnQdvF,No More,48,False,Solo,['7liFhc0PDIx8etigqd2WhW'],['Ruff Endz'],{'R&B': 1},R&B,2000,0.0324,4.56e-06,-5.669,0.0858,0.927,97.004
2QZj6vb2DPjNDyweRXxg4K,Come On Over Baby (All I Want Is You),0,False,Solo,['2pL5iQhCN4RzlJ59kTtFjC'],['Hot Fox Karaoke'],{'Other': 1},Other,2010,0.0101,0.000545,-7.108,0.0493,0.928,118.945
1jRzdY7oUBOhrylNtiMtBD,Shake Ya Ass,51,True,Solo,['3LIJJJkO7R5RasRwt7xIn5'],['Mystikal'],{'hip hop': 1},hip hop,2000,0.0626,0.0,-5.658,0.32,0.666,98.054
0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life,75,False,Solo,['58lV9VcRSjABbAbfWS6skp'],['Bon Jovi'],{'metal': 1},metal,2000,0.0338,1.53e-05,-3.997,0.0505,0.571,120.069
74ZQQZAVOrd5sENv57jfCj,Straight Up,38,False,Solo,['77OlE8SkEHDkJczfswzDFo'],['Chanté Moore'],{'hip hop': 1},hip hop,2000,0.248,0.000202,-3.588,0.133,0.944,99.999
4pmc2AxSEq6g7hPVlJCPyP,"Jumpin', Jumpin'",70,False,Solo,['1Y8cdNmUJH7yBTd9yOvr5i'],"[""Destiny's Child""]",{'pop': 1},pop,1999,0.00543,0.00157,-4.639,0.0567,0.683,88.997
3w8Mw9GHYepoTWOSdiyosj,Incomplete,60,True,Solo,['6x9QLdzo6eBZxJ1bHsDkjg'],['Sisqo'],{'hip hop': 1},hip hop,1999,0.282,0.0,-8.059,0.0759,0.291,119.489
1UUhxXPp9pQl7u7GxJ28Nb,That's The Kind Of Mood I'm In,10,False,Solo,['6SFUC6ORDCIBqPssCBpeHT'],['Patty Loveless'],{'country': 1},country,2000,0.208,0.0,-3.979,0.0337,0.62,126.374
6lH67bGdVbYWuthCi4iqH4,What Means The World To You,39,True,Solo,['7iMvwE8qANp3aIfAGKEAwS'],['Cam’ron'],{'hip hop': 1},hip hop,1999,0.0199,0.0,-8.085,0.163,0.896,143.931
3wW6J1F9wPtMzvBlY6xgwS,Pop Ya Collar,39,False,Solo,['23zg3TcAtWQy7J6upgbUnj'],['Usher'],{'hip hop': 1},hip hop,2009,0.0674,1e-05,-5.124,0.104,0.864,106.989
4hhrll13qZMAakhppdP7Ie,You Won't Be Lonely Now,5,False,Solo,['60rpJ9SgigSd16DOAG7GSa'],['Billy Ray Cyrus'],{'country': 1},country,2004,0.108,0.0,-8.157,0.0289,0.282,102.529
1ieouFxB2A3JjKEt1OoEiB,Spanish Guitar,51,False,Solo,['3X458ddYA2YcVWuVIGGOYe'],['Toni Braxton'],{'pop': 1},pop,2000,0.44,5.19e-06,-6.504,0.0387,0.38,120.043
5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,77,True,Solo,['4RddZ3iHvSpGV4dvATac9X'],['Papa Roach'],{'metal': 1},metal,2001,0.000481,0.00082,-3.719,0.0603,0.692,90.598
6kD36kVRn5leDDbjXpHQY0,Just Be A Man About It,49,False,Solo,['3X458ddYA2YcVWuVIGGOYe'],['Toni Braxton'],{'pop': 1},pop,2000,0.274,2e-06,-6.909,0.0924,0.56,109.405
7c9OYhqeRkDQsoRYGjDrv2,That Other Woman,29,False,Solo,['3lJ6jvOiNY46L2juqXufpf'],['Changing Faces'],{'pop': 1},pop,2000,0.15,0.0,-5.613,0.0522,0.246,134.01
7DtxptqMf3Ui3PaMoYpAQm,The Light,3,True,Solo,['2GHclqNVjqGuiE5mA7BEoc'],['Common'],{'hip hop': 1},hip hop,2019,0.0894,3.52e-06,-6.309,0.244,0.662,97.009
1ZozJfi8u9cO2Ob8KwiwNT,Higher,66,False,Solo,['43sZBwHjahUvgbx1WNIkIz'],['Creed'],{'metal': 1},metal,1999,5.15e-05,0.00014,-6.254,0.0364,0.431,155.826
1H5tvpoApNDxvxDexoaAUo,Who Let The Dogs Out,63,False,Solo,['67FFKYikvTlvsPNk4NPOYJ'],['Baha Men'],{'Other': 1},Other,2000,0.0605,0.0,-4.505,0.0993,0.784,129.221
1MdhH5wlGMrdL62L3vsqQz,There You Are,29,False,Solo,['3P33qFNGBVXl86yQYWspFj'],['Martina McBride'],{'country': 1},country,2001,0.648,0.0,-7.072,0.0298,0.14,144.479
0NBHHa8wwwmBnn3aAzX5wJ,Summer Rain,50,False,Solo,['6I6t21SFbxZ7RbQgD5dN7U'],['Carl Thomas'],{'pop': 1},pop,2000,0.0972,5.19e-05,-10.488,0.0654,0.784,186.081
5szl1EdOw3CuvItkpGuDHk,Sleepwalker,40,False,Solo,['0jJNGWrpjGIHUdTTJiIYeB'],['The Wallflowers'],{'rock': 1},rock,2000,0.000797,0.0,-5.099,0.0277,0.702,128.852
48UPSzbZjgc449aqz8bxox,Californication,79,False,Solo,['0L8ExT028jH3ddEcZwqJJ5'],['Red Hot Chili Peppers'],{'rock': 1},rock,1999,0.0021,0.00165,-2.788,0.027,0.328,96.483
4fF34Yf5KsfUbCORyLGpEj,Aaron's Party (Come Get It),39,False,Solo,['5338fdSzGNOFD4cxAxDTeq'],['Aaron Carter'],{'pop': 1},pop,2000,0.0462,0.0,-4.121,0.135,0.912,117.03
1G6fZu8udnnkJgg8NUoHak,Doesn't Really Matter,40,False,Solo,['4qwGe91Bz9K2T8jXTZ815W'],['Janet Jackson'],{'pop': 1},pop,2001,0.0791,0.00259,-2.875,0.0825,0.791,99.293
0WHOPmOuQKuu05k4g3UTvk,Wonderful,55,False,Solo,['694QW15WkebjcrWgQHzRYF'],['Everclear'],{'metal': 1},metal,2000,0.0118,8.25e-06,-6.489,0.05,0.734,186.765
7f1Dmr246cJ9uQYdbplTbh,He Wasn't Man Enough,63,False,Solo,['3X458ddYA2YcVWuVIGGOYe'],['Toni Braxton'],{'pop': 1},pop,2000,0.00947,2.99e-05,-1.915,0.0412,0.763,88.009
4D6bsg0MqGF0PIZLgDydWp,Back Here,47,False,Solo,['7y1GT7SdgGiFLWoktv2TSw'],['BBMak'],{'pop': 1},pop,2000,0.0717,3.17e-05,-4.78,0.0312,0.958,104.617
4hyD4yiiInjwVfyTesMS7f,I Will...But,0,False,Solo,['6Xdp9Oz4PJJB9O0yoZmg7r'],['BFM Hits'],{'Other': 1},Other,2013,0.419,0.0,-10.782,0.0357,0.754,112.465
3PuoEoC2QYXUJPk1DObFsU,Change Your Mind,41,False,Solo,['7m60UAnbgFFNuJbmS6OxTk'],['Sister Hazel'],{'pop': 1},pop,2000,0.0104,0.0,-4.853,0.0569,0.68,182.352
2dw34jPD8ihGrP6z1LE6eQ,Treat Her Like A Lady,37,False,Solo,['3zTOe1BtyTkwNvYZOxXktX'],['Joe'],{'pop': 1},pop,2000,0.0581,0.0,-6.99,0.0415,0.568,126.072
2bm2StzCxZeRzkT1yJHGnl,Deep Inside of You,21,False,Solo,['6TcnmlCSxihzWOQJ8k0rNS'],['Third Eye Blind'],{'rock': 1},rock,2017,0.00585,1.9e-05,-4.522,0.0242,0.169,81.782
4K3REORWAIzxWaSwbSfq2W,Souljas,7,True,Solo,['7zICaxnDB9ZprDSiFpvbbW'],['Master P'],{'hip hop': 1},hip hop,2015,0.0278,0.0,-5.13,0.256,0.41,99.875
7rGFyfE73J6lkEvFnCHucC,It's Always Somethin',34,False,Solo,['3THMgU4KdL7LlO5TEREs2g'],['Joe Diffie'],{'country': 1},country,1999,0.0452,0.000211,-4.772,0.0343,0.566,90.024
046MBhhgQJJghnbgZCkaAR,I Need You,52,False,Solo,['2d3VHzlOEwXvmBdS4pzOPL'],['LeAnn Rimes'],{'country': 1},country,2001,0.02,9.58e-05,-7.124,0.0367,0.564,144.705
7qkUw81edqOdtGnTR5stiR,Country Comes To Town,35,False,Solo,['2bA6fzP0lMAQ4kz6CF61w8'],['Toby Keith'],{'country': 1},country,2008,0.0914,0.0,-4.091,0.0387,0.685,123.766
3y4LxiYMgDl4RethdzpmNe,Breathe,62,False,Solo,['25NQNriVT2YbSW80ILRWJa'],['Faith Hill'],{'country': 1},country,1999,0.173,0.0,-9.007,0.029,0.278,136.859
5ZkcicO5IU8kztRcNivKwP,Absolutely (Story of a Girl),0,False,Solo,['0JbfYwi6VX4DlyGp0mDJnS'],['Ameritz Tribute Standards'],{'Other': 1},Other,2012,0.139,0.0,-4.44,0.0348,0.584,96.512
296XGtH5MeGisqD3uAz6Q6,That's The Way,33,False,Solo,['3ltFy7g6KKQPPttsdOMlq3'],['Jo Dee Messina'],{'country': 1},country,2000,0.129,0.0,-3.697,0.103,0.818,183.891
114ZIcx0S3gJkZmT3wmGte,Taking You Home,46,False,Solo,['5dbuFbrHa1SJlQhQX9OUJ2'],['Don Henley'],{'rock': 1},rock,2000,0.325,1.87e-05,-6.54,0.0261,0.0899,72.344
16OFkCrdYH524sqvTPt6CT,It Must Be Love,50,False,Solo,['4mxWe1mtYIYfP040G38yvS'],['Alan Jackson'],{'country': 1},country,2010,0.284,0.0,-7.925,0.0295,0.967,112.132
1m2xMsxbtxv21Brome189p,I Wanna Know,63,False,Solo,['3zTOe1BtyTkwNvYZOxXktX'],['Joe'],{'pop': 1},pop,2000,0.26,1.09e-05,-5.959,0.0368,0.599,136.086
4cKGldbhGJniI8BrB3K6tb,Everything You Want,63,False,Solo,['6Hizgjo92FnMp8wGaRUNTn'],['Vertical Horizon'],{'pop': 1},pop,1999,0.0504,0.0,-6.389,0.0305,0.741,93.898
23wfXwnsPZYe5A1xXRHb3J,The Way I Am,68,True,Solo,['7dGJo4pcD2V6oG8kP0tJRR'],['Eminem'],{'hip hop': 1},hip hop,2000,0.13,0.0,-2.672,0.241,0.299,87.328
4vWTEntY2eii9DTInlA8aF,Could I Have This Kiss Forever,0,False,Solo,['7K7X556EZcbLJ9h6ExWabC'],['Duet Karaoke Singers'],{'Other': 1},Other,2012,0.592,0.0,-8.935,0.0864,0.559,88.623
3IgStZuiKavUbUPWn3Pyy6,Your Everything,43,False,Solo,['0u2FHSq3ln94y5Q57xazwf'],['Keith Urban'],{'country': 1},country,2007,0.0399,0.0,-5.76,0.027,0.361,139.714
2WNqU3ajIIWqv2WeuEQGlF,Try Again,56,False,Solo,['0urTpYCsixqZwgNTkPJOJ4'],['Aaliyah'],{'pop': 1},pop,2015,0.0739,0.0,-4.904,0.262,0.695,93.035
2AW37v0bDyuOzGP3XnmFuA,It's Gonna Be Me,65,False,Solo,['6Ff53KvcvAj5U7Z1vojB5o'],['*NSYNC'],{'pop': 1},pop,2000,0.0407,1.27e-06,-4.672,0.071,0.908,165.071
2Fsg9at6oxnR7h6PhNcOmE,What About Now,43,False,Solo,['3qbnxnvUqR14MJ9g8QwZJK'],['Lonestar'],{'country': 1},country,2011,0.498,0.0,-5.581,0.0349,0.769,126.998
3ZdA3QuqHqOJdsczRwT1hg,One Voice,33,False,Solo,['6OqQbeNe7Pi7Zi7SNTi9ko'],['Billy Gilman'],{'country': 1},country,2000,0.101,0.0,-8.838,0.0252,0.16,149.652
2TTYIwTM2iLC1YOyHuhRMt,Lucky,64,False,Solo,['26dSoYclwsYLMAKD3tpOr4'],['Britney Spears'],{'pop': 1},pop,2000,0.262,0.000154,-5.707,0.0317,0.966,95.026
3NEzjZbeSCy72Kx1clSYgC,Wifey,54,False,Solo,['2MGT7CYlixSPxAnnkhLpaA'],['Next'],{'pop': 1},pop,2004,0.067,0.0,-8.693,0.108,0.726,99.581
1PmHkalaUHhh0fz23SBHDL,Let's Get Married,56,False,Solo,['7Aq8lpLMSt1Zxu56pe9bmp'],['Jagged Edge'],{'hip hop': 1},hip hop,2000,0.175,0.0,-5.554,0.0538,0.891,109.821
34PsixEmIceg39NpaYxBsH,I Think I'm in Love with You,52,False,Solo,['2tFN9ubMXEhdAQvdQxcsma'],['Jessica Simpson'],{'pop': 1},pop,1999,0.0689,0.0,-5.867,0.0576,0.804,106.001
0kyvUS4lUq0UBhVTnJNkgo,Can't Go for That,17,False,Solo,['0le01dl1WllSHhjEXRl4in'],['Tamia'],{'pop': 1},pop,2000,0.242,6.32e-05,-7.036,0.0714,0.448,106.041
1migZXJuB0tB2pFucCtEm5,You'll Always Be Loved by Me,29,False,Solo,['0XKOBt59crntr7HQXXO8Yz'],['Brooks & Dunn'],{'country': 1},country,1999,0.2,2.49e-05,-6.563,0.0258,0.569,103.12
6dJ2mSRaKE9ctYw9qWNGWQ,There You Go,52,False,Solo,['1KCSPY1glIKqW2TotWuXOR'],['P!nk'],{'pop': 1},pop,2000,0.0862,0.0,-6.729,0.0916,0.667,107.906
