song_id,song_name,popularity,explicit,song_type,artist_ids,artist_names,genres,primary_genre,release_year,acousticness,instrumentalness,loudness,speechiness,valence,tempo
5ehVOC0zSdwWqyZlhomJSi,Have You Never Been Mellow,43,False,Solo,['4BoRxUdrcgbbq1rxJvvhg9'],['Olivia Newton-John'],{'pop': 1},pop,1995,0.566,2.27e-06,-14.07,0.0329,0.421,121.802
5NB6p9H8p9ylibEjlTIxSD,Real Man,22,False,Solo,['0Lpr5wXzWLtDWm1SjNbpPb'],['Todd Rundgren'],{'rock': 1},rock,1997,0.301,0.000147,-10.531,0.0394,0.507,115.671
3ukeWFsNkXYNuQedCM0405,Once You Get Started,10,False,Collaboration,"['6mQfAAqZGBzIfrmlZCeaYT', '1YLsqPcFg1rj7VvhfwnDWm']","['Chaka Khan', 'Rufus & Chaka Khan']","{'pop': 1, 'soul': 1}",pop,1982,0.31,0.0183,-12.745,0.053,0.92,120.221
4zQZidqyRYE7YOobB0pGs1,Shackin' Up,0,False,Solo,['5PmZd7YOaUgQwhOja44fmZ'],['Barbara Mason'],{'soul': 1},soul,2012,0.387,0.0,-7.574,0.0915,0.588,127.678
3GGcwG519BTMdvMeFy7meT,Lady Marmalade,56,False,Solo,['0ty0xha1dbprYIUAQufkFn'],['Patti LaBelle'],{'EDM': 1},EDM,1974,0.551,0.0,-11.034,0.0499,0.947,117.956
5HiRhIhcurYvHXXLHOYhb5,One Beautiful Day,2,False,Solo,['0h5K3aKnzIocP6MuO63TiR'],"['Ecstasy, Passion & Pain']",{'EDM': 1},EDM,2005,0.0538,4.65e-06,-9.284,0.0457,0.9,121.36
7aUA2QLuPtuaBgnxLSAbnZ,Express,33,False,Solo,['67PmHOmt1tveILUtasiYAf'],['B.T. Express'],{'EDM': 1},EDM,1974,0.000113,0.0989,-11.276,0.0347,0.532,108.158
7peP5eNPRYiS8z72eHoVj6,Poetry Man,35,False,Solo,['3iuobQyYhofKRr5W6HZoKt'],['Phoebe Snow'],{'folk': 1},folk,2019,0.41,0.0,-15.735,0.0318,0.596,131.82
1P7yXlWH1VjAlu8x1cawmb,(If You Add) All The Love In The World,4,False,Solo,['6HX8AbXUFaYRtlqKb4CCo0'],['Mac Davis'],{'pop': 1},pop,2000,0.66,1.33e-05,-10.908,0.0343,0.359,159.27
2yDQVcj26tpi9IUJhw9xDs,My Eyes Adored You,55,False,Solo,['3CDKmzJu6uwEGnPLLZffpD'],['Frankie Valli'],{'pop': 1},pop,1975,0.238,0.0,-10.443,0.0316,0.387,137.687
03rP9jQMCTb2KLSckFrIwi,Don't Call Us We'll Call You,24,False,Solo,['0yXeR4KbCx1FoHCUuPC09d'],['Sugarloaf & Jerry Corbetta'],{'Other': 1},Other,2008,0.332,0.000283,-8.103,0.0357,0.756,97.652
6Fe0EEF3wK4ByBzQTe8Pek,Sad Sweet Dreamer,7,False,Solo,['0DSE3n3008wiKzfd8vNhWy'],['Sweet Sensation'],{'R&B': 1},R&B,2010,0.294,0.0,-9.102,0.0468,0.43,204.384
6zahw3lZRLUEQ0n8lQNivO,Satin Soul,26,False,Solo,['457yGSZecENoIuNWelRHhH'],['The Love Unlimited Orchestra'],{'EDM': 1},EDM,2019,0.017,0.86,-7.26,0.0344,0.764,106.906
0cHCZiM9CY9OXgEYCPffGO,Spider Jiving,11,False,Solo,['5xFEMNgpHllYKpXR6wr9zO'],['Andy Fairweather-Low'],{'Other': 1},Other,2008,0.317,2.27e-05,-5.237,0.0419,0.878,156.782
1h2h43TEGBiFKqfM8TnNol,All Right Now,6,False,Solo,['4RRLvoHksWI2B29066W3DI'],['Lea Roberts'],{'Other': 1},Other,2009,0.0721,0.0246,-10.945,0.056,0.917,121.919
2vjRbVu8Z8eUX8DEj4zmEV,Hang On Sloopy,3,False,Solo,['1FX4aA0cUcWndv39j1YoTm'],['Rick Derringer'],{'rock': 1},rock,1996,0.188,7.26e-05,-11.581,0.0386,0.986,116.491
1U9Sxv0VNxIWSl5JLxnZxl,Harry Truman,1,False,Solo,['3iDD7bnsjL9J4fO298r0L0'],['Chicago'],{'pop': 1},pop,2018,0.0274,0.0012,-8.582,0.0248,0.653,93.053
6Vcwr9tb3ZLO63F8DL8cqu,Tangled up in Blue,63,False,Solo,['74ASZWbe4lXaubB36ztrGX'],['Bob Dylan'],{'rock': 1},rock,1975,0.414,1.16e-06,-13.126,0.0433,0.554,100.965
40IKA5XuZRDzIqGttoCFCj,Cry To Me,18,False,Solo,['3m5hegxlB80Z2zQb1893pc'],['Loleatta Holloway'],{'EDM': 1},EDM,2011,0.283,1.35e-05,-7.097,0.0363,0.472,102.561
271PfBUXOXoQCcBgvxTqSF,We're Almost There,29,False,Solo,['3fMbdgg4jU18AjLCKBhRSm'],['Michael Jackson'],{'pop': 1},pop,1975,0.0851,2.91e-06,-12.955,0.0638,0.803,93.575
6c8skuzxoXoJycQPpNpqrj,"Reach Out, I'll Be There",29,False,Solo,['6V6WCgi7waF55bJmylC4H5'],['Gloria Gaynor'],{'EDM': 1},EDM,1990,0.00384,1.79e-06,-12.989,0.0305,0.88,121.838
0FPZDwCZWqKHowIZmB4UEB,A Hurricane Is Coming Tonite,2,False,Solo,['7xcXR8rEj6eRPVMFjUNtBe'],['Carol Douglas'],{'EDM': 1},EDM,1975,0.0201,0.147,-12.64,0.0308,0.973,129.327
5aASVSsaYValhqeZejRjsY,Living a Little Laughing a Little,22,False,Solo,['5fbhwqYYh4YwUoEs582mq5'],['The Spinners'],{'soul': 1},soul,1993,0.775,0.000127,-12.622,0.0383,0.351,88.46
7ung2BIZ7Yv30ULWv5o4mz,Sandy,3,False,Solo,['6waa8mKu91GjzD4NlONlNJ'],['The Hollies'],{'rock': 1},rock,2016,0.33,0.0,-10.088,0.0291,0.508,103.863
4oRRizI27NGYpKpPRIMmUe,Sneaky Snake,12,False,Solo,['1SvG3y1gYAFOsv9785Xu9T'],['Tom T. Hall'],{'country': 1},country,1995,0.745,0.0,-14.901,0.0365,0.843,148.017
6NcFJsfrFlGmJQAuBiGVg6,Who's Sorry Now,10,False,Solo,['3ijY78RxOagYo8FOgSEkWj'],['Marie Osmond'],{'pop': 1},pop,2002,0.55,0.0,-7.497,0.0263,0.347,99.054
74sHkHnsPChaelwMtdLxtF,Wolf Creek Pass,37,False,Solo,['0iTkPxRldzi5lmS6qZ70JV'],['C.W. McCall'],{'country': 1},country,1990,0.845,3.85e-05,-16.641,0.23,0.673,125.176
4p8QcNkaq2FQj8uGJ7HEDK,Black Water,57,False,Solo,['39T6qqI0jDtSWWioX8eGJz'],['The Doobie Brothers'],{'rock': 1},rock,1974,0.228,0.0,-12.866,0.0434,0.67,169.275
74txB4dwR0irdzhDnZVlzr,The South's Gonna Do It,21,False,Solo,['12d4iIvTOk7JkI6ecvc3ca'],['The Charlie Daniels Band'],{'rock': 1},rock,2004,0.000548,0.0646,-8.014,0.113,0.837,191.634
1dch1sDEUshuNlXOqAk0cO,Linda On My Mind,30,False,Solo,['7gi3jmwpUpNWdswT8eEprF'],['Conway Twitty'],{'country': 1},country,1978,0.285,1.98e-05,-14.982,0.0282,0.635,105.558
0y7n3jUYAUgldH4GQwnArf,I Wanna Learn a Love Song,33,False,Solo,['42q4Ivs7tAiCZ5C7eG5q4c'],['Harry Chapin'],{'folk': 1},folk,1974,0.438,0.0,-10.435,0.0465,0.654,152.762
7ytzJQs2dMr3n8rjbhO7ZY,The Pill,36,False,Solo,['1FE0rls8gfQT3laAeRYNgl'],['Loretta Lynn'],{'country': 1},country,1994,0.74,0.0,-10.636,0.0353,0.795,77.621
1wpRglLhQ092N1rftlDMD3,Lady,50,False,Solo,['4salDzkGmfycRqNUbyBphh'],['Styx'],{'rock': 1},rock,1973,0.186,0.0,-6.57,0.0387,0.323,137.649
2AiyU0TBMBuxHAXMCG008X,Emotion,6,False,Solo,['0Sq7oGrYEe0BDmb13wgjOO'],['Helen Reddy'],{'pop': 1},pop,1974,0.165,0.00033,-10.15,0.0286,0.562,130.334
5S6NVwNASMTWotVQ8edvSK,I'm Her Fool,10,False,Solo,['6nNkKMkPl1qBCEW3Al9eVV'],['Billy Swan'],{'pop': 1},pop,1974,0.522,4.1e-05,-11.648,0.044,0.962,151.765
1f94GhohgeVq9SNwyFI691,Can't Get It out of My Head,49,False,Solo,['7jefIIksOi1EazgRTfW2Pk'],['Electric Light Orchestra'],{'rock': 1},rock,1974,0.748,0.0084,-14.449,0.0281,0.33,169.146
2lEQnpK50YBrMNIh84oqFq,My Boy,29,False,Solo,['43ZHCT0cAZBISjO8DG9PnE'],['Elvis Presley'],{'rock': 1},rock,2013,0.604,0.000369,-9.259,0.0363,0.331,94.109
01kmJXmeQaNlSZFRyFlSmz,Fire,54,False,Solo,['6m30rs1IQqnWqV5nKMpU7U'],['Ohio Players'],{'soul': 1},soul,1976,0.101,0.0158,-15.733,0.0604,0.843,107.319
1MyruJzfwGbnhEeZ8dHxYQ,Where Is the Love,19,False,Solo,['0PDqlUGugF5Jt6DZyATvfz'],['Betty Wright'],{'soul': 1},soul,2019,0.0687,0.00277,-7.662,0.0457,0.973,126.662
5dW1wM8vAGnfCA3Tz9c8u8,You're a Part of Me,4,False,Solo,['7N3f3j43FCxIzBLeM3nItn'],['Susan Jacks'],{'Other': 1},Other,2015,0.659,5.7e-06,-7.973,0.0345,0.408,145.247
5coTcHT7K8O3G97y9T4LOU,Lonely People,48,False,Solo,['35U9lQaRWSQISxQAB94Meo'],['America'],{'rock': 1},rock,1974,0.261,3.95e-05,-9.294,0.0262,0.56,79.368
33deM6yoSP9hiLrW0Oio77,Up In A Puff Of Smoke,2,False,Solo,['55AtMEBbG49K31i2XkvJ4q'],['Polly Brown'],{'Other': 1},Other,2011,0.397,0.0,-8.655,0.0649,0.545,134.018
0SnnvHhh65zxdEU0wHhPZr,I Have A Dream,3,False,Solo,['5ZEAzHE2TzAwUcOj6jMIgf'],['Donny Osmond'],{'pop': 1},pop,1974,0.621,1.17e-06,-3.827,0.0368,0.436,91.408
0Fu1KwXkWdYt4QVTxcE5vt,Don't Let Go,10,False,Solo,['4KtaHyqLFlKKb7aghnWBfE'],['Commander Cody and His Lost Planet Airmen'],{'country': 1},country,1975,0.407,1.58e-06,-6.374,0.352,0.867,206.257
5FJlZUlKxvqkrPMSOh8jFK,Pick Up The Pieces,10,False,Solo,['3tx8fyu3c4OBP5nejYtUOb'],['Average White Band'],{'jazz': 1},jazz,2009,0.0106,0.685,-7.086,0.0492,0.76,109.883
05mzctclS0ZqqTLEiDIGkt,Roll On Down The Highway,50,False,Solo,['5q4AzEtCoYJyXjMMoEkSU5'],['Bachman-Turner Overdrive'],{'rock': 1},rock,1974,0.00276,0.0183,-11.939,0.0292,0.873,138.979
3dwSjp4LuPQfQeO0UZLsfB,Part of the Plan,33,False,Solo,['0cA5Tg15TwARIRZeiNT1RO'],['Dan Fogelberg'],{'pop': 1},pop,1974,0.506,4.68e-06,-14.004,0.0356,0.838,144.473
1XJGRuqfyh9xvBXAVuGD3g,Dance the Kung Fu,20,False,Solo,['5Pqx4mXYDGIDcg8E5FYjZ8'],['Carl Douglas'],{'EDM': 1},EDM,2001,0.0347,0.0854,-9.309,0.0869,0.854,101.929
4I5JtLCGpUj16dJ1obJWeO,I'm a Woman,0,False,Collaboration,"['2VUiF0VFkXzB0DLg9AzrqT', '3b5nT2xx5jbjaYuQJWhZG7']","['Maria Muldaur', 'Jim Kweskin']","{'Other': 1, 'rock': 1}",Other,2014,0.674,0.00253,-19.797,0.293,0.774,175.344
0GFI2nBSM3q1U08LnG6GVV,Leona,3,False,Solo,['6fzgnTv8gVkfFhA6V8Qdsh'],['Wet Willie'],{'country': 1},country,1975,0.192,0.0382,-10.841,0.0498,0.826,161.563
6J3EJ2gxK5TExWRloeSqOF,You And Your Baby Blues,3,False,Solo,['4nts0oxMT67lVUoi5Kjxrb'],['Solomon Burke'],{'soul': 1},soul,2006,0.444,0.012,-11.27,0.136,0.68,88.748
7n8KtFJHCoxAjivittDNNu,It Do Feel Good,5,False,Solo,['4tIQ6BeFRvYApoAyJmaeVC'],['Donna Fargo'],{'R&B': 1},R&B,2010,0.368,0.0,-9.97,0.0313,0.689,106.545
112qRLJ4OX7mZ4ps35XrP2,Movin On,17,False,Solo,['5AEG63ajney2BoDXi0Vb84'],['Bad Company'],{'rock': 1},rock,2010,0.16,5.53e-05,-6.08,0.104,0.361,124.394
2453pRU838KIZfbb2Cvgav,Hush / I'm Alive,19,False,Collaboration,"['1Ek3VdZ8EPmcvgRIqnHlrF', '0UpuH5U4nZ3UGGUJi0Zfbp']","['Björn Skifs', 'Blue Swede']",{'pop': 2},pop,2014,0.0275,0.00636,-6.215,0.0297,0.547,99.689
3jjBnB7v3HpQ0VD4A3QE5U,Like A Sunday Morning,3,False,Solo,['0woZZJmWAIMpDP6kUEiHrR'],['Lana Cantrell'],{'Other': 1},Other,2011,0.104,0.0,2.291,0.0375,0.476,81.47
2RHjNgxFQMTrCLacGKEJwE,Nightingale,33,False,Solo,['319yZVtYM9MBGqmSQnMyY6'],['Carole King'],{'pop': 1},pop,1974,0.0757,1.02e-06,-12.554,0.0292,0.877,126.133
2jHa1UWWuouaoFqE8I7W77,Never Let Her Go,41,False,Solo,['5BmXbfqAgfkuTkPlVQDKOW'],['David Gates'],{'pop': 1},pop,1975,0.233,2.22e-05,-14.764,0.0251,0.621,84.049
2etJWHy2CP4NAwzunGwass,I Get Lifted,40,False,Solo,['6oV3BNm1Gj2GGgpYknc5TN'],['George McCrae'],{'EDM': 1},EDM,2009,0.567,0.0834,-11.885,0.0313,0.953,100.088
23DZLSxCK6kM8FF2RlzKDl,You're No Good,57,False,Solo,['1sXbwvCQLGZnaH0Jp2HTVc'],['Linda Ronstadt'],{'pop': 1},pop,1974,0.245,0.00535,-10.136,0.0345,0.634,104.812
4XWz0bKpnivMY0ShmKextK,Angel (What In The World's Come Over Us),16,False,Solo,['0WgyCbru4tXnMsbTmX4mFw'],['Atlanta Rhythm Section'],{'rock': 1},rock,1974,0.00546,0.272,-13.429,0.0404,0.787,119.827
3u8LC5s7uQNWrGkUz1WqDL,"Good Times, Rock & Roll",8,False,Solo,['2Nhw6Bzkf9AsZQbOQ3nP5e'],['Flash Cadillac & The Continental Kids'],{'Other': 1},Other,1975,0.137,1.78e-05,-10.531,0.0369,0.974,154.512
4R7o0ZYcpxSTIY5VydDtD5,I've Been This Way Before,27,False,Solo,['7mEIug7XUlQHikrFxjTWes'],['Neil Diamond'],{'pop': 1},pop,1974,0.843,6.6e-05,-15.361,0.0287,0.153,105.411
0KIkBinkCj1C8ensYbQKvd,Devil In The Bottle,3,False,Solo,['23C7hNBr8GRdsk3VoTSZXh'],['T.G. Sheppard'],{'country': 1},country,2002,0.294,0.0147,-6.334,0.0267,0.222,72.118
0mOIj8tjNHcOBWSTGXmGVr,Doctor's Orders,35,False,Solo,['7xcXR8rEj6eRPVMFjUNtBe'],['Carol Douglas'],{'EDM': 1},EDM,2012,0.0499,0.667,-11.103,0.0658,0.917,126.334
74jZhGv0fdLaf9q8AZZ15k,Please Mr. Postman,61,False,Solo,['1eEfMU2AhEo7XnKgL7c304'],['Carpenters'],{'pop': 1},pop,1975,0.139,1.79e-06,-11.594,0.0281,0.964,132.943
1FUXYWHI6XCCxMcTQIsSm1,Reality,8,False,Solo,['7GaxyUddsPok8BuhxN6OUW'],['James Brown'],{'soul': 1},soul,1974,0.601,0.000142,-14.804,0.156,0.765,112.475
20IZ33kPSL7XV0WmKNaZVa,Turn To Stone,43,False,Solo,['5bDxAyJiTYBat1YnFJhvEK'],['Joe Walsh'],{'rock': 1},rock,1972,0.00933,0.782,-8.465,0.0364,0.188,141.776
6LnjelBSl5xYpdfhfFTJbX,Some Kind Of Wonderful,48,False,Solo,['0qEcf3SFlpRcb3lK3f2GZI'],['Grand Funk Railroad'],{'rock': 1},rock,2006,0.163,0.0,-5.248,0.0494,0.637,121.42
7be37I5s79jQKQCWovxUpL,Sweet Surrender,41,False,Solo,['7EK1bQADBoqbYXnT4Cqv9w'],['John Denver'],{'folk': 1},folk,1974,0.843,0.00866,-10.642,0.0338,0.613,172.466
3Jw525YI8h5e6M6vuGROgr,#9 Dream,3,False,Solo,['7HBA3bLuJTLRvjK8NX9ZSy'],['Sweet Little Band'],{'Other': 1},Other,2012,0.627,0.141,-9.875,0.0284,0.237,112.978
3WziO3x5pQRrwgs3SbrayN,My Elusive Dreams,22,False,Solo,['218kRJZ7FJs0hWIk8Ynzhz'],['Charlie Rich'],{'country': 1},country,1973,0.629,1.26e-05,-10.751,0.025,0.47,77.446
1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51,False,Solo,['7guDJrEfX3qb6FEbdPA5qi'],['Stevie Wonder'],{'soul': 1},soul,1999,0.205,0.074,-11.405,0.052,0.643,106.916
2ItUIFCLdn2kQfNCSQ4Uuv,Look In My Eyes Pretty Woman,4,False,Solo,['72NXpYBIaTfEeAAsxXLs0P'],['Tony Orlando & Dawn'],{'pop': 1},pop,2003,0.408,4.49e-06,-7.199,0.0408,0.944,124.032
4qs6roQ5deLbybhg0g0WpD,Don't Take Your Love,14,False,Solo,['1DpIDwg8FGD50N9Tfunfsf'],['The Manhattans'],{'soul': 1},soul,2015,0.188,0.0,-12.046,0.0535,0.708,136.243
4GZRedE4k9Abk5ZTcJCu8C,(If Loving You Is Wrong) I Don't Want To Be Right,33,False,Solo,['27XI002zivG9xuzrZ9dIb1'],['Millie Jackson'],{'soul': 1},soul,1974,0.0559,0.0,-11.702,0.0585,0.328,131.697
1qy98afcwmVn67u0eb7mKM,I Belong To You,37,False,Solo,['2M4KXzgedR4EKG4qgTeDKa'],['Love Unlimited'],{'soul': 1},soul,1995,0.304,0.00587,-12.279,0.0327,0.625,94.866
4AINfaMpYhvrdsdlSGE7U8,Laughter in the Rain,35,False,Solo,['5N6GwJzOcOY5kv8p0NjhYL'],['Neil Sedaka'],{'pop': 1},pop,2012,0.946,6.06e-06,-9.002,0.0294,0.508,107.419
6iXQrhhgBisdfvS34EMTZ3,Mandy,66,False,Solo,['3alW3LYQS8K29z8C8NSLIX'],['Barry Manilow'],{'pop': 1},pop,1974,0.418,2.49e-06,-9.032,0.0279,0.318,103.734
5Si3IWlMUJyICiRoSUBieE,Star On A TV Show,15,False,Solo,['2O0Hw1WSMbskB5tD9aWah3'],['The Stylistics'],{'pop': 1},pop,1974,0.538,0.0,-11.531,0.0239,0.45,91.056
13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,54,False,Solo,['3PhoLpVuITZKcymswpck5b'],['Elton John'],{'rock': 1},rock,1975,0.0889,7.6e-05,-8.127,0.0368,0.538,164.11
6UkMcAA19lTdjs22jtB7o2,Big Yellow Taxi,68,False,Solo,['5hW4L92KnC6dX9t7tYM4Ve'],['Joni Mitchell'],{'folk': 1},folk,1970,0.579,0.0,-9.135,0.0356,0.97,85.527
1VdODpkKqLQ20VNlyN2H9e,Morning Side Of The Mountain,17,False,Solo,['7d8R11w4QG2ihJeTaZq37F'],['Donny & Marie Osmond'],{'pop': 1},pop,1974,0.835,1.05e-05,-4.828,0.0322,0.442,111.329
0z8Og8ut8fhAY9bvwnwEcw,Hot Dawgit,15,False,Collaboration,"['6LDg2QI46a3N6HMb8tV4Oi', '4QQgXkCYTt3BlENzhyNETg', '7Kfrmups2Z3ncDQmNS5jRc']","['Paul Srrano', 'Earth, Wind & Fire', 'Ramsey Lewis']","{'EDM': 1, 'soul': 1, 'Other': 1}",EDM,1974,0.501,0.0151,-5.281,0.0551,0.91,108.574
35UZMRJxRT9bIpRiGKkj59,I Won't Last a Day Without You / Let Me Be the One,9,False,Solo,['2RwV62DIxFGEn8aWO3iaMM'],['Al Wilson'],{'soul': 1},soul,1973,0.762,3.98e-05,-12.107,0.0376,0.409,132.345
2zp78fJaEzAp0fySaZOsJW,Happy People,15,False,Solo,['3RwQ26hR2tJtA8F9p2n7jG'],['The Temptations'],{'soul': 1},soul,1975,0.0693,0.00937,-13.223,0.0482,0.938,119.581
3pH7fj036BoSl6YT9diz2J,Rhyme-Tyme People,15,False,Solo,['3VNITwohbvU5Wuy5PC6dsI'],['Kool & The Gang'],{'EDM': 1},EDM,1974,0.501,0.686,-10.522,0.063,0.776,110.018
5t8gNiqEGn8LkPZ1eMGVxa,I Never Can Say Goodbye,35,False,Solo,['6V6WCgi7waF55bJmylC4H5'],['Gloria Gaynor'],{'EDM': 1},EDM,2012,0.0355,0.0,-11.514,0.0262,0.963,122.917
3TvM3FD6ALa8X8wbL25cCf,I'll Still Love You,0,False,Solo,['0KYECjrpbLM1bbgqxYB7ZF'],['Jim Weatherly'],{'Other': 1},Other,2010,0.0173,0.0,-8.79,0.0278,0.684,106.081
2K1d632SYsYwt8SMYE9V2L,Rock 'N Roll (I Gave You The Best Years Of My Life),17,False,Solo,['6HX8AbXUFaYRtlqKb4CCo0'],['Mac Davis'],{'pop': 1},pop,2000,0.703,0.0,-11.297,0.0386,0.775,92.391
6Grctu56Jwuuao5SxW64eS,DING DONG,39,False,Solo,['7n2Ycct7Beij7Dj7meI4X0'],['TWICE'],{'pop': 1},pop,2017,0.0553,0.0,-3.248,0.0486,0.821,150.012
2LtYyfVjrRlneFqWV4iHM5,Struttin',15,False,Solo,['0IecGJbdBeYSOVtSPRehh5'],['Billy Preston'],{'soul': 1},soul,1974,0.433,0.851,-3.022,0.181,0.647,108.112
6YA1LnVI98LXUmtMKs3fIk,Bungle in the Jungle,41,False,Solo,['6w6z8m4WXX7Tub4Rb6Lu7R'],['Jethro Tull'],{'rock': 1},rock,1976,0.109,0.0,-9.804,0.0371,0.909,104.337
5PGYWv9Xp4IraLSDs8h1bY,Changes,49,False,Collaboration,"['3ZAIKutVvLYqmcxfkBz5aP', '0oSGxfWSnnOXhD2fKuz2Gy']","['Butterfly Boucher', 'David Bowie']","{'rock': 1, 'pop': 1}",rock,2004,0.0756,0.0,-5.302,0.0388,0.299,113.046
09Mc2hdXjaudHADkiJ3ooI,Changes,19,False,Solo,['7emRV8AluG3d4e5T0DZiK9'],['Loggins & Messina'],{'rock': 1},rock,1974,0.209,0.747,-13.753,0.0303,0.728,108.807
0dN9Fz76SvVGbHROcNeJzG,Believe Half Of What You See (And None Of What You Hear),5,False,Solo,['4r2UnA39uIXexqO1mABayb'],['Leon Haywood'],{'soul': 1},soul,1974,0.408,0.0,-9.217,0.0565,0.965,203.49
2MtryRIQWzZBEDCdI0ORPl,I Just Can't Say Goodbye,3,False,Solo,['4ewLi2hXQXXAyQ25rgTmXn'],['Philly Devotions'],{'Other': 1},Other,2018,0.791,3.53e-05,-7.367,0.122,0.653,118.311
1zjjycn93jLHoPkuWk4TEL,Love Don't You Go Through No Changes on Me,22,False,Solo,['6gkWznnJkdkwRPVcmnrays'],['Sister Sledge'],{'pop': 1},pop,1975,0.0159,0.000231,-9.103,0.0628,0.338,117.847
3kHifL7QKpa4bc9xmda1Gf,Ready,24,False,Solo,['08F3Y3SctIlsOEmKd6dnH8'],['Yusuf / Cat Stevens'],{'folk': 1},folk,1974,0.186,0.0,-6.233,0.0277,0.907,101.105
3rqXP37YkEnizabzjM7uIu,"You're The First, The Last, My Everything",59,False,Solo,['3rfgbfpPSfXY40lzRK7Syt'],['Barry White'],{'pop': 1},pop,1994,0.00367,0.00299,-12.138,0.0297,0.927,130.145
40NRm1ZLvZpUSCUXAGGZ8J,Kung Fu Fighting,68,False,Solo,['5Pqx4mXYDGIDcg8E5FYjZ8'],['Carl Douglas'],{'EDM': 1},EDM,2001,0.0422,6.84e-05,-10.431,0.0693,0.59,102.035
7Jx87mZSCjUWlVDCLiRFK6,Angie Baby,35,False,Solo,['0Sq7oGrYEe0BDmb13wgjOO'],['Helen Reddy'],{'pop': 1},pop,1987,0.48,1.29e-05,-15.589,0.0563,0.595,80.324
6SiInsDPVikhPOdHhBsk02,Ride 'em Cowboy,1,False,Solo,['6EJmqnuK0r6qiAevFFiNNR'],['Paul Davis'],{'rock': 1},rock,1995,0.761,0.0,-17.029,0.0259,0.657,141.475
2obblQ6tcePeOEVJV6nEGD,Cat's in the Cradle,61,False,Solo,['42q4Ivs7tAiCZ5C7eG5q4c'],['Harry Chapin'],{'folk': 1},folk,1974,0.233,0.0,-9.765,0.042,0.519,78.112
4x7vpDQN2LsVoaJpYaYC7N,I Am I Am,22,False,Solo,['0h9smro0z3HqUbD94jotU8'],['Smokey Robinson'],{'soul': 1},soul,1974,0.524,0.00114,-6.861,0.0627,0.836,85.767
60m29Z8TtocKOqDlQEbwUS,The Entertainer,47,False,Solo,['6zFYqv1mOsgBRQbae3JJ9e'],['Billy Joel'],{'rock': 1},rock,1974,0.105,0.0,-6.775,0.0398,0.77,101.307
5vrPSv5cz5gAZ6FyVEqX5w,From His Woman To You,1,False,Solo,['5PmZd7YOaUgQwhOja44fmZ'],['Barbara Mason'],{'soul': 1},soul,2012,0.723,1.32e-06,-14.624,0.0489,0.17,127.031
27fNasCrjuT7ZpBrZOhSg4,As Long as He Takes Care of Home,10,False,Solo,['3S34Unhn5yRcaH5K9aU5Et'],['Candi Staton'],{'soul': 1},soul,1974,0.28,0.000158,-11.257,0.0481,0.964,118.157
4vrOAcjaNkGkV2ZswUZHC1,Woman To Woman,47,False,Solo,['5EORJzqrFf7pwweCv9fUnV'],['Shirley Brown'],{'soul': 1},soul,1974,0.637,5.47e-05,-10.338,0.067,0.431,124.202
7nMOVwLCnpU7aKMqMfBRWU,Dancin' Fool,7,False,Solo,['0cQuYRSzlItquYxsQKDvVc'],['The Guess Who'],{'rock': 1},rock,1977,0.0438,0.0959,-15.815,0.0379,0.54,118.976
2J9ChZBgjDLdGaIKdKQcP0,Sha-La-La (Make Me Happy),44,False,Solo,['3dkbV4qihUeMsqN4vBGg93'],['Al Green'],{'soul': 1},soul,1974,0.0672,0.0299,-13.78,0.0321,0.85,110.726
2gO8oB0iRASgHstU5S6SLF,Let Me Start Tonite,6,False,Solo,['6Dpx8fRtNa9CEORHIiBQTG'],['Lamont Dozier'],{'soul': 1},soul,1974,0.101,0.178,-8.508,0.0353,0.792,129.288
6yt9joUma9vzuZJvyYwutE,Chico and the Man,8,False,Solo,['7K78lVZ8XzkjfRSI7570FF'],['José Feliciano'],{'world': 1},world,2005,0.391,1.43e-05,-10.663,0.0834,0.68,93.504
08IdYV9hZ4YkXaqqf4PGl0,Crazy Talk,26,False,Solo,['3TkWygOTDBZXAdFDh9HOkG'],['Chilliwack'],{'rock': 1},rock,1988,0.365,0.000385,-7.454,0.0335,0.941,102.945
4y1vMFRC4T2P43ovfvOor7,You Got The Love,35,False,Collaboration,"['6mQfAAqZGBzIfrmlZCeaYT', '1YLsqPcFg1rj7VvhfwnDWm']","['Chaka Khan', 'Rufus & Chaka Khan']","{'pop': 1, 'soul': 1}",pop,1974,0.637,0.000401,-10.21,0.0803,0.951,97.246
14zj5jZTzV1MN8pQAR730z,Dark Horse,43,False,Solo,['7FIoB5PHdrMZVC3q2HE5MS'],['George Harrison'],{'rock': 1},rock,1974,0.0955,0.000418,-12.494,0.0455,0.722,95.628
76Kd9WcnUdfP0ePxRqujGa,Day Tripper,3,False,Solo,['7d7q5Y1p2QWS4QRAhTQR5E'],['Anne Murray'],{'pop': 1},pop,1974,0.121,0.00112,-9.462,0.062,0.939,130.477
4lnQfs7AmQm6dqCaNMDJLr,Do It ('Til You're Satisfied),36,False,Solo,['67PmHOmt1tveILUtasiYAf'],['B.T. Express'],{'EDM': 1},EDM,1974,0.115,4.99e-06,-10.136,0.0552,0.652,104.838
