artist_id,name,popularity,artist_type,main_genre,genres,main_genre_detailed,song_ids,acousticness,instrumentalness,loudness,speechiness,valence,tempo,acousticness_scaled,instrumentalness_scaled,loudness_scaled,speechiness_scaled,valence_scaled,tempo_scaled
2nvKpWcP8etYTq4JrRiUiy,Cliff Richard,56,singer,pop,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'mellow gold', 'merseybeat', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']",adult standards,"['3tONFHBS7CoyL0SjFgmpgR', '1rsMJEfSQHnPBlX9CGdv8t', '6N8P5vw7tx0GRJLC1XQPnE', '0187LgdeJTJT1kw9YUfDQZ', '3tmaXQ7jyetmALp4UwhoTJ', '2oRn0QuaWQ1hragGQ7XZ9s', '1ZfbMOw5VSh5Qqr8hgLCkJ', '0vntIQmeOMe5ybYfwghVxV', '7bqjhxGNQp1Qlg810568vX']",0.16414111111111113,3.419555555555556e-05,-10.139666666666667,0.038344444444444445,0.7921111111111111,116.49099999999999,0.16496481624519083,3.471630005640158e-05,0.6045064461012738,0.040362573099415204,0.7921111111111111,0.504228924632512
3BucZwouCkpiGi2UxqfWn9,Frank Stallone,38,singer,rock,['yacht rock'],yacht rock,"['6N8YIaDZMyIpCSYEk6ojz9', '3yybRgXHBSFdFS9arnJhWo']",0.30313999999999997,0.000515,-5.4695,0.033699999999999994,0.6115,139.61950000000002,0.304662380148331,0.0005228426395939087,0.7405201537744641,0.03547368421052631,0.6115,0.6043401665598975
6Dxf1ZaJBrpbumiqTTnlIH,Taco,43,-,Other,[],-,['1taGkdO3DQsNRIQrarhVvc'],0.152,0.00101,-17.112,0.0777,0.812,98.653,0.15276267809245087,0.0010253807106598985,0.40144454799627227,0.08178947368421052,0.812,0.4270175043717645
3VJakY5Yw5phAOF4Bada5v,Quarterflash,40,band,rock,"['album rock', 'new wave pop', 'soft rock']",album rock,"['7I3BK99f2ZhTF1moaPxap2', '4VFpmNL2EgtM0veqYNTXj4', '4XcUFQNTiX4IHmA4K51snP', '0qa47H0UtlOFq9TLSVrv9R']",0.113825,2.045e-06,-12.154,0.041975,0.57925,133.51475,0.11439579225161971,2.076142131979695e-06,0.5458410997204102,0.044184210526315784,0.57925,0.5779158803261942
2ZvrvbQNrHKwjT7qfGFFUW,Herbie Hancock,61,singer,jazz,"['bebop', 'contemporary post-bop', 'cool jazz', 'funk', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano']",bebop,"['2nWHzbBWBOePUvAImQv2So', '4Ce66JznW8QbeyTdSzdGwR']",0.06785,0.7,-6.678,0.0646,0.7075,111.244,0.06818969987356566,0.7106598984771573,0.7053238583410998,0.068,0.7075,0.48151739183129316
771qBvjnXOH9Azr6lKy6FB,Michael Sembello,63,singer,EDM,['hi-nrg'],hi-nrg,"['3VhjwYLY4Y6Qqgck6V74WN', '0QKfiqpEU4h9ycPSzIFwYe']",0.047395,5.355e-06,-8.889,0.09204999999999999,0.6945,143.743,0.047631883242938225,5.436548223350253e-06,0.6409308014911463,0.09689473684210526,0.6945,0.6221886524577107
4lIZtBdj4HBILP2wAzPILy,Axe,29,-,Other,[],-,"['23fy5X54mtOCYOb2cZ03wl', '4m1XqFH6B3v5Oq8Nl66vRw']",0.09161,0.002485,-8.906500000000001,0.039650000000000005,0.78,122.38250000000001,0.09206912901772146,0.002522842639593908,0.6404211323392359,0.041736842105263156,0.78,0.5297301625776962
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,76,band,rock,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",album rock,"['72eXfQYeBW1KsZEZ4fMnxP', '3JLX8R2EP8pjNna83AEO7X', '6s30tYL0EJbROLV4Yzsw0D', '03ZVEpSeeJfROJW65OHgsf', '6yBbmHFTxihIDFAerzDMGi', '71nmjdJx3VPKURkOCL6fKT', '1tdtOEagwm8QI3vMsamLj6', '6xE6ZWzK1YDDSYzqOCoQlz', '3dubLey4QOmUjJCyiGPEMo', '72ahyckBJfTigJCFCviVN7', '5X6HkkTe8mUwkHo3Lccr6E', '4vmTtO8qFF9StEVeQ1KftR', '2RlgNHKcydI9sayD2Df2xp', '0xAhbD6lCf5re1RXl5yiTm', '1Pd1h30mgU05QkWYhgFzwt', '3SPcBPzvbmWLl8NU5efx4W', '0NN32Knbyo4gM1DKY9rdzg', '2hdNya0b6Cc2YJ8IyaQIWp', '5xAZDlzqvI1wflhB4mzYoz', '7cY7GAhOWKPGDeFzKEAyj2', '777NOXupZkFdg8zlPMoVqc', '1f94GhohgeVq9SNwyFI691', '4ApI99h2gMfWtV6jowsPVA', '36mDXM4JS6ovRFGwSpK2KW']",0.3709,0.038662019166666665,-9.258708333333333,0.04665,0.6339583333333333,129.88479166666667,0.37276297437425693,0.03925078087986463,0.6301634339080461,0.049105263157894735,0.6339583333333333,0.5622036794962804
6c8INA1EQQe9TkukfEdiCA,Graham Parker,35,band,country,"['alternative country', 'jangle pop', 'power pop', 'pub rock', 'roots rock', 'singer-songwriter']",alternative country,"['1R7VKNLzUorQNoDdWOEPF8', '5RqvqGHbs3zqU9LGDk3JhR']",0.486,0.0001355,-13.838000000000001,0.044899999999999995,0.6165,124.4265,0.48844152212225084,0.00013756345177664972,0.49679636533084814,0.04726315789473684,0.6165,0.5385775750125525
7ceUfdWq2t5nbatS6ollHh,Paul Anka,66,singer,pop,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",adult standards,"['786Bsh40wJdhgUBebTgQjV', '4mvDJWv8eZxPOojElYAzwQ', '7szHm9RrVvzZeJ5Tc4iHQ2', '5JRMsf2GO8YUIUbvbiyOHo', '3AdX0KdVoMBqe82b19rWAU', '4mvZnMDlsR2dxSO6iQrSu9', '3QDGvb6mcj5fQttMVHjOwW', '4fw2iGFp7f43NKSJnw4YM7', '6sxiBf4nakkuavpix00POy', '4ND9SgqQMRgoA0TEybnCvz', '5c3TxhFAfKhms0yFHf6pmt', '6HH1rzLOFz4GdtLDRpqKdA', '0kgjL2oRFsV6GSwVNCcQS6']",0.4649615384615384,3.696692307692308e-05,-9.199923076923076,0.03525384615384615,0.5399999999999999,133.13376923076925,0.467297311195915,3.752987114408434e-05,0.6318754928668723,0.03710931174089069,0.5399999999999999,0.576266812813898
7MYNQyCNFvEvEShbkpuil8,Eddie Grant,45,-,Other,[],-,,,,,,,,,,,,,
1vnIL4DMlivP55ioM6KitW,Rita Coolidge,50,band,pop,"['adult standards', 'bubblegum pop', 'classic uk pop', 'folk', 'mellow gold', 'native american', 'singer-songwriter', 'soft rock']",adult standards,"['3wH7W8LKlbW0fapyOifrAC', '0nK1BS4E6VB67JTRkOZT0p', '6SRcKaurkTPrxnEHDVmh0n', '7vYpMAhNCvBFNWXTLQXgtN', '1zveUOUxmjXU9uSRpcn8vZ', '7cRioMuuOoe8rwcqvsM4pD', '2QDnRMFfnes9DUWc6HgixI', '39iKJpLPhsDTOzH2lXliWF', '53aAtPr0aC6xZzLYBULWwm', '2BR7FF7KdaL1ygxVJ39Iad']",0.31564,0.006468446,-9.1966,0.03601,0.5772999999999999,126.9787,0.3172252111374702,0.006566950253807105,0.6319722739981362,0.037905263157894734,0.5772999999999999,0.5496247208130616
3oZa8Xs6IjlIUGLAhVyK4G,Irene Cara,65,singer,rock,"['dance rock', 'disco', 'europop', 'new wave pop', 'soft rock']",dance rock,"['3jlBhFlOeL6pq6o6oja0lJ', '0FIQjzPGk8eJd1cDRHRFWb', '71lQ6KbvNUEGFBNvPWzbcv', '7KhhMI6XIc9hwLBSfuZ7By', '5CI1FP2Volc9wjz2MBZsGx', '5Y11OSMr5hqiEu8ZJoXU17', '1JOrcaikXYYAsMwBAiUxGc', '1Fg2cLf6qmKJDQrjdUWILt']",0.30191125,0.044591177499999995,-9.89725,0.037975,0.517625,128.485125,0.30342745386209863,0.045270230964467,0.6115665773532153,0.039973684210526314,0.517625,0.5561452507921117
65c5si0ePAwkOCn4M35Ho7,Sérgio Mendes,59,-,world,"['bossa nova', 'samba']",bossa nova,"['3nOLOqG4cvbwHIuP6J8a6m', '2G9eWzsXMhtIFepkY71FVd', '5nYtR0lhzhavKAvi6BwQSk']",0.4956666666666667,3.26e-05,-12.775666666666666,0.03283333333333333,0.6156666666666667,126.55533333333331,0.49815677808718517,3.3096446700507614e-05,0.527735709847779,0.034561403508771925,0.6156666666666667,0.5477921868056397
0f3kLT4wvi2mFHlHJgV8Hl,Kajagoogoo,49,band,rock,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",dance rock,"['6BCVKcZhk5M1mHBvfOrDUK', '6WEBIVqiEsevfgJefTyuQQ']",0.21200000000000002,0.0001044,-11.755500000000001,0.0572,0.746,114.155,0.21306426684031915,0.00010598984771573603,0.5574469944082013,0.06021052631578948,0.746,0.49411759613553335
4AYkFtEBnNnGuoo8HaHErd,Madness,66,band,rock,"['dance rock', 'ska', 'ska revival']",dance rock,"['2SgTwQEOydHi4E75TyWkhu', '3q2gRjU2UdOYRDY1p4cNHr', '1EXrFPfVNVsyb32yapebbM']",0.2111333333333333,0.00048659999999999996,-5.539666666666666,0.03506666666666666,0.7600000000000001,136.67533333333333,0.2121932438917388,0.0004940101522842639,0.7384766231748991,0.03691228070175438,0.7600000000000001,0.5915964010134415
3Dzj993UEz8Z5ovxuirzFO,Lindsey Buckingham,52,band,rock,"['album rock', 'mellow gold', 'soft rock']",album rock,"['143sH2crBs4fUQyRr8pjUm', '04ijIUVdT4Qy1SBWFUPROY', '4rKoEpbz0qypYNxTH22TW8']",0.18563333333333332,0.004509533333333334,-10.274333333333333,0.0665,0.9463333333333334,109.50466666666667,0.1865650686738948,0.004578206429780033,0.6005844206275243,0.06999999999999999,0.9463333333333334,0.47398872286764665
